M,35,14,524,1,0,3,2,2,4,3,1,0,5,4,4,5,4,3,3,2,3,5,1,1,0,4,2,1,1,1,4,5,2,1,2,0,2,3,0,5,0,3,2,2,2,4,5,1,2
F,25,19,486,5,3,2,3,0,5,3,3,4,4,5,2,3,4,4,2,2,3,0,2,1,2,3,0,1,2,3,4,5,2,1,2,4,4,0,4,4,5,0,1,4,5,0,4,0,2
M,35,3,820,3,4,3,1,3,5,3,4,4,2,0,1,4,4,0,5,3,4,2,0,4,0,2,3,2,4,2,2,5,0,4,0,3,3,1,5,3,3,4,2,4,0,0,1,5,4
M,50,20,544,4,0,0,3,1,3,3,0,4,2,0,5,4,0,0,2,4,0,4,3,3,4,2,0,4,1,0,0,5,2,1,1,1,3,1,2,5,2,2,0,1,5,1,4,3,2
F,18,3,797,1,4,3,2,0,5,3,0,0,1,0,4,3,4,1,5,2,3,0,0,0,1,2,5,1,0,4,1,5,0,3,2,0,3,4,0,2,3,3,5,5,3,3,1,2,5
M,18,12,462,0,0,5,4,0,1,4,0,0,3,5,5,4,2,4,2,4,1,3,1,4,4,5,0,1,4,3,2,1,4,2,2,0,0,2,3,2,5,0,0,0,2,5,1,3,2
F,18,2,973,3,0,2,5,5,0,4,4,3,5,3,5,1,0,3,3,3,5,5,5,4,1,2,5,1,5,0,1,5,1,2,2,1,4,4,1,1,2,0,3,2,1,3,0,5,4
M,25,3,149,3,0,0,3,4,1,2,5,3,1,1,3,1,5,1,5,1,2,1,5,5,0,2,4,2,4,1,2,1,1,0,2,4,1,0,2,4,3,1,4,1,5,5,1,3,0
F,56,7,210,1,0,0,1,5,3,4,0,4,5,1,1,3,3,0,0,4,1,1,2,3,4,0,3,5,4,2,2,5,0,1,0,3,2,4,2,1,4,3,3,3,5,1,2,0,4
M,18,15,297,2,2,3,2,4,5,2,4,4,0,1,4,4,4,2,2,1,0,0,1,5,4,2,5,5,4,2,1,4,1,1,2,0,5,4,3,5,4,1,4,4,3,5,2,1,0
F,50,7,82,4,0,3,3,0,0,3,3,1,2,2,4,4,1,4,2,2,3,3,1,4,2,3,3,3,4,2,5,3,3,0,5,1,5,3,1,3,4,5,5,2,2,3,3,3,4
F,25,20,466,0,4,3,0,2,1,2,2,4,3,2,0,4,3,5,2,0,4,4,5,5,0,4,2,4,4,1,4,4,2,4,4,1,5,0,1,3,4,5,4,2,2,4,2,2,4
M,1,8,471,4,2,2,5,4,3,3,0,1,5,4,4,5,5,4,3,0,5,0,3,3,5,0,0,0,4,0,4,3,0,5,0,4,2,0,1,5,0,5,4,3,4,3,0,4,4
F,25,6,127,2,1,1,3,2,2,4,3,1,4,1,1,4,0,2,5,2,4,2,5,1,3,2,4,5,5,4,2,3,0,1,3,4,4,0,1,1,5,0,3,2,5,5,4,5,1
F,56,8,553,1,3,4,2,5,3,4,2,5,5,2,5,0,1,2,0,2,3,5,4,1,5,0,4,5,0,0,1,1,4,3,5,4,1,0,5,2,5,0,0,4,4,3,0,4,4
M,45,10,841,3,1,4,1,5,3,4,4,5,1,2,0,2,4,2,4,4,3,0,1,4,3,0,4,0,5,5,1,4,4,4,5,4,1,2,2,3,2,3,3,1,4,3,1,5,5
F,50,9,87,1,4,1,2,5,1,4,4,1,2,0,2,1,2,2,1,4,2,5,1,2,3,4,3,2,4,5,4,4,5,3,4,5,3,1,3,4,5,3,5,0,4,1,2,4,5
M,25,2,801,1,2,1,5,5,0,3,1,1,2,2,5,3,3,1,3,4,3,3,2,5,5,3,4,3,1,5,1,0,3,2,5,2,4,1,5,3,2,5,0,3,3,3,2,3,5
F,45,10,190,1,4,2,0,2,5,0,5,1,2,1,5,0,2,0,0,4,2,1,0,5,2,2,1,5,0,5,0,0,2,5,4,0,2,5,1,4,5,5,1,0,1,3,5,4,2
M,35,15,524,1,4,0,0,1,5,2,1,5,4,5,2,3,4,5,0,3,3,2,5,3,1,3,2,4,1,4,5,0,2,2,3,4,2,2,2,5,0,4,5,2,2,1,4,3,3
M,18,3,373,1,0,5,1,3,4,3,1,4,0,1,2,5,3,1,4,1,0,3,5,5,0,0,5,2,4,0,0,0,3,2,3,3,5,4,1,0,3,5,3,5,5,3,5,1,2
F,25,0,28,3,0,3,5,4,5,4,2,0,5,4,5,0,0,1,3,3,0,5,5,3,0,4,5,3,4,2,2,3,4,3,2,5,4,0,3,5,4,5,0,5,2,0,3,4,0
M,18,14,66,1,2,2,4,0,4,2,2,0,4,5,4,2,2,4,2,4,2,4,3,1,4,4,2,5,0,4,2,2,3,4,5,3,5,1,2,0,1,0,3,2,4,5,1,4,4
F,56,11,68,1,0,0,0,2,2,0,2,5,4,0,3,4,3,2,1,1,4,2,3,4,0,4,5,1,1,0,2,0,1,3,5,5,5,3,3,1,4,5,2,0,5,1,1,5,4
M,50,4,557,1,0,3,1,3,5,4,2,1,0,0,0,1,3,3,2,2,5,5,4,2,4,2,4,4,4,2,5,3,5,2,2,0,4,0,5,3,3,4,5,3,5,0,2,5,3
M,56,8,722,5,4,4,1,5,0,4,4,3,4,1,1,1,4,2,5,2,5,1,2,3,4,2,0,2,4,4,5,3,3,0,3,4,1,5,2,0,3,3,4,4,3,0,1,5,4
F,35,9,980,4,2,3,4,5,3,4,2,1,4,5,4,1,0,2,2,4,4,0,0,3,4,2,4,2,4,5,5,4,4,2,1,1,0,5,0,3,4,4,0,3,5,4,4,3,4
M,50,17,627,3,3,1,0,3,5,0,1,0,2,3,0,1,5,2,1,1,0,4,5,5,5,0,2,1,5,4,1,2,3,0,2,4,3,2,5,1,0,5,1,2,1,1,1,3,1
M,35,6,236,1,4,3,1,3,0,4,4,0,1,2,3,1,2,5,1,1,1,0,5,1,1,2,2,2,1,2,5,4,2,1,0,1,0,0,5,5,1,2,3,4,5,3,5,3,4
F,35,9,596,1,0,0,2,2,3,0,2,1,2,3,5,5,4,5,1,1,1,0,0,0,3,5,5,2,0,0,1,2,2,3,0,2,2,4,4,1,3,1,1,2,5,3,1,4,4
M,45,5,452,5,3,1,0,3,4,3,2,3,3,0,0,1,0,2,0,2,1,4,4,4,1,3,4,4,4,3,2,1,1,0,4,5,2,1,1,1,2,2,5,4,2,3,2,1,5
F,45,1,549,1,2,3,4,3,2,3,5,5,4,1,4,0,5,1,0,5,2,0,4,3,0,3,1,4,1,2,5,3,0,1,3,3,0,0,1,0,4,5,5,0,1,1,1,5,4
M,50,15,571,3,3,0,2,0,1,4,2,5,2,3,5,1,0,1,2,3,3,1,0,3,4,4,0,2,4,0,1,2,0,2,2,5,5,2,1,2,2,4,2,3,5,5,4,4,4
M,18,15,60,0,4,3,1,3,2,2,3,5,1,1,2,0,1,1,1,2,3,3,1,4,0,4,2,1,0,1,1,2,2,1,0,2,2,2,4,5,3,1,0,5,3,5,0,5,0
F,35,10,915,1,4,0,2,5,2,0,4,1,4,4,2,3,1,1,3,0,1,0,1,5,5,0,3,2,0,4,2,0,4,1,2,3,3,0,1,5,0,5,1,5,5,5,0,5,0
M,1,1,833,0,4,3,1,3,2,2,0,3,5,0,0,5,3,1,3,4,4,2,0,3,5,4,4,1,4,2,5,0,3,0,5,2,0,5,3,0,4,1,3,5,0,3,5,1,0
M,35,11,450,0,0,5,3,2,3,1,0,1,1,5,0,1,0,1,2,5,3,2,5,5,1,0,5,3,0,5,1,5,4,0,3,3,0,1,1,2,3,5,0,0,4,0,1,5,2
M,18,11,333,5,1,1,5,3,5,0,0,0,1,0,5,5,1,4,0,1,3,4,3,2,1,2,0,4,4,5,1,0,2,3,3,4,3,5,1,3,0,3,1,4,2,0,2,0,2
M,56,7,553,2,3,0,4,3,5,2,3,5,4,5,4,0,4,2,2,3,4,1,1,2,0,3,5,2,1,5,5,4,3,0,5,4,2,0,0,0,2,3,2,1,0,2,0,3,4
F,1,15,121,1,3,0,4,3,2,4,5,5,2,1,0,4,3,5,1,5,1,1,4,1,1,2,2,2,3,4,0,3,4,3,5,1,0,3,3,2,2,4,3,1,1,5,4,0,0
F,45,5,944,0,2,1,3,5,3,2,0,1,4,3,1,0,2,1,2,1,2,2,2,1,2,4,0,1,0,0,1,4,2,0,1,1,0,1,0,0,4,0,1,3,1,2,3,0,2
M,45,19,981,1,3,5,2,1,1,0,3,5,1,2,5,3,5,1,4,5,0,0,3,3,3,4,0,2,0,1,5,3,3,3,4,5,2,0,2,2,2,3,3,1,0,1,5,4,1
M,1,14,530,2,2,3,3,5,5,3,1,0,1,4,3,5,4,1,5,5,0,1,3,1,4,2,3,1,1,3,5,5,3,2,1,5,5,4,3,1,5,3,1,4,3,3,5,3,5
F,35,18,804,1,1,0,2,4,1,0,3,5,0,2,1,4,4,2,2,5,2,2,0,1,0,3,5,5,3,2,5,5,1,2,4,4,0,1,3,2,0,3,0,1,0,2,1,3,1
F,25,8,79,1,0,3,2,0,5,0,5,3,0,1,4,5,2,2,1,1,4,1,1,2,4,5,4,0,1,0,3,3,2,0,2,1,1,5,4,2,5,1,3,2,3,2,1,0,3
F,35,14,602,5,1,4,5,2,4,0,0,5,0,4,1,4,0,4,1,4,1,1,4,1,2,0,4,1,3,3,4,5,1,4,5,2,0,5,4,4,5,4,0,1,2,4,1,2,2
M,56,6,132,4,1,1,0,5,5,4,5,3,3,4,1,0,0,5,4,0,1,1,4,3,1,4,3,1,0,5,1,1,4,5,5,5,5,0,2,1,5,1,5,2,4,1,5,3,5
F,50,2,405,4,2,5,5,5,5,4,0,5,3,3,2,5,0,4,3,3,4,1,2,0,2,4,5,4,1,0,1,4,1,2,4,1,4,0,0,5,2,0,1,3,2,5,5,4,5
F,18,5,74,3,0,3,0,1,3,4,2,0,2,3,0,2,1,5,1,4,3,5,5,1,1,2,3,4,5,1,5,3,2,3,2,1,2,4,1,1,5,1,4,3,1,3,1,3,2
M,50,9,606,1,3,0,0,2,3,1,4,3,2,1,1,0,4,2,1,3,3,3,2,4,0,2,3,1,5,0,3,5,2,0,1,3,5,0,0,0,5,0,2,4,0,3,1,4,5
F,1,6,279,2,2,4,0,4,4,3,2,5,0,3,1,1,3,3,5,5,3,2,4,0,3,0,1,2,5,3,2,2,4,2,2,1,0,5,2,5,4,2,5,4,5,1,2,4,4
M,56,5,503,3,0,0,2,5,2,2,4,5,1,5,3,0,1,3,3,2,0,4,2,5,1,2,5,5,3,3,0,3,1,1,5,1,5,4,4,4,5,5,3,2,0,2,5,1,0
M,45,3,631,3,2,2,0,2,1,3,2,1,4,1,1,2,4,5,3,5,2,2,2,3,4,5,0,5,5,0,2,4,0,0,5,2,2,5,5,3,5,2,4,0,4,2,3,4,0
F,35,10,544,2,3,3,5,1,5,2,4,5,2,4,3,4,0,1,2,1,4,1,1,3,0,4,0,4,1,0,1,0,3,4,2,4,5,0,4,5,4,4,0,3,2,1,2,0,5
F,50,7,933,5,4,3,0,2,4,3,2,1,2,2,5,1,3,2,2,3,3,4,1,2,4,0,3,1,4,0,0,5,1,0,5,4,3,0,3,3,3,0,2,4,0,4,0,0,4
M,18,19,616,3,2,2,5,0,5,4,5,3,2,3,2,4,1,2,0,5,4,0,5,4,3,0,0,2,1,5,2,4,0,5,2,4,0,4,4,2,0,0,1,0,3,1,4,4,0
M,56,10,323,0,4,5,4,5,5,4,5,5,0,1,5,2,2,2,3,4,2,4,2,4,4,4,4,5,1,5,2,3,4,0,0,0,3,1,1,2,3,1,3,1,1,5,1,3,2
M,35,15,181,4,2,1,1,4,5,1,0,1,5,3,0,2,0,5,4,1,1,4,2,5,4,2,3,3,4,0,1,5,2,3,1,0,0,0,1,0,4,5,3,1,4,3,2,0,2
M,18,3,68,2,4,0,2,5,4,3,0,2,2,3,3,2,0,4,1,2,0,5,1,4,3,2,4,1,0,3,5,5,4,3,3,1,5,1,5,1,3,3,5,2,4,0,1,5,4
M,56,2,410,0,1,4,1,2,0,1,5,5,0,0,0,5,4,3,5,3,4,5,2,3,3,2,5,1,3,1,0,0,2,5,4,4,0,4,2,4,2,4,2,1,2,3,0,3,5
F,25,8,813,2,2,0,5,5,3,0,0,0,4,0,0,1,4,0,2,4,0,5,3,2,0,4,4,5,5,1,5,0,3,1,5,0,0,2,4,4,3,4,2,5,5,0,2,3,5
M,50,1,920,3,3,4,2,2,5,3,4,0,3,0,4,2,5,4,4,4,3,2,5,5,0,4,5,2,5,2,2,1,1,0,5,4,5,0,2,3,2,1,2,3,5,4,3,0,4
M,1,17,813,5,2,5,4,5,5,1,0,4,0,5,2,4,1,5,3,0,3,5,1,2,0,0,4,1,4,5,2,2,2,1,2,1,2,5,4,3,3,5,2,4,0,5,3,2,5
F,1,14,904,1,1,0,0,2,1,1,1,4,2,1,1,1,0,2,4,2,5,5,3,5,2,5,4,5,0,1,5,3,1,3,0,2,0,4,3,2,5,1,1,2,3,0,2,2,2
F,1,17,685,3,4,3,5,4,1,1,3,3,1,2,0,5,1,2,4,5,3,5,2,5,0,4,1,3,4,5,0,3,4,4,3,3,1,4,1,2,2,2,1,1,3,4,1,0,2
M,25,10,727,0,1,5,3,0,5,3,4,2,2,3,4,0,3,2,1,4,1,3,0,0,2,2,4,4,5,3,0,4,4,0,3,1,2,1,0,0,2,3,5,1,3,5,0,0,0
F,1,4,339,2,2,5,0,5,2,3,2,5,1,4,3,0,1,0,0,4,0,1,3,5,5,4,2,1,2,0,1,3,2,2,3,0,4,0,5,4,0,1,4,0,0,0,0,1,1
F,18,11,900,1,4,4,0,0,5,0,2,5,4,0,1,5,4,0,2,5,3,5,1,1,1,2,4,2,5,3,3,5,1,3,0,2,5,4,0,1,4,1,3,4,1,0,5,4,5
M,1,8,974,5,0,0,5,2,4,0,5,4,0,5,2,4,2,4,0,3,2,5,0,3,2,2,5,5,0,4,1,1,4,3,5,5,5,4,5,1,0,4,4,5,4,1,0,0,5
F,45,2,895,3,0,1,5,5,2,4,2,1,0,5,1,0,0,4,2,2,3,2,2,2,0,2,4,4,2,3,2,2,3,5,1,4,0,4,3,4,5,2,5,1,3,2,5,5,4
M,18,12,190,1,0,2,5,2,5,1,5,1,2,5,1,4,0,2,5,5,3,1,0,1,1,3,4,2,3,2,4,5,4,5,5,4,1,4,1,0,2,2,1,3,5,5,5,1,1
F,35,20,856,1,3,0,2,3,5,3,2,3,3,0,0,3,4,2,1,4,3,5,0,5,4,4,1,4,5,0,1,2,3,4,4,2,3,0,1,1,4,5,1,1,0,3,5,5,3
M,56,8,436,4,0,5,5,4,5,1,1,5,1,4,3,3,3,3,3,3,3,5,5,1,1,3,5,4,3,5,4,0,4,0,0,3,5,0,4,5,1,4,3,1,5,1,5,1,2
M,45,6,321,2,4,2,5,0,2,3,3,1,0,0,3,5,1,3,1,4,0,5,5,4,1,2,4,4,4,2,2,5,1,1,5,1,5,1,1,4,0,5,3,1,5,3,4,0,5
F,56,14,15,2,0,0,1,2,1,0,4,5,4,5,0,5,2,1,3,5,2,1,1,0,3,4,4,4,5,0,2,0,0,0,4,3,3,1,2,5,3,1,2,2,1,0,3,4,5
F,1,3,346,4,3,0,2,2,5,0,2,5,1,4,1,4,3,2,1,2,0,5,5,5,5,5,0,4,1,5,1,5,4,2,5,4,4,1,1,3,2,4,2,1,1,5,0,0,1
M,1,15,290,5,2,1,4,1,0,3,1,0,1,2,0,5,4,1,4,2,3,2,2,1,2,4,5,3,1,3,4,0,4,3,4,2,0,3,1,4,5,3,5,4,5,3,5,0,0
M,50,9,616,3,0,5,5,4,4,0,2,0,2,3,1,0,2,5,5,0,5,2,5,5,4,0,1,2,4,3,1,1,1,3,3,5,4,5,0,1,5,0,4,2,2,5,3,4,0
M,56,12,16,1,1,0,3,0,2,4,0,1,1,4,2,5,1,0,1,0,5,1,3,0,3,4,0,5,4,4,1,5,1,5,4,2,4,3,4,4,2,4,1,1,1,2,2,2,3
F,1,10,349,5,1,0,0,5,3,4,2,5,1,3,3,4,5,3,3,4,5,2,4,3,0,4,4,1,4,1,5,4,4,5,5,1,3,4,1,0,4,1,1,0,1,0,1,2,4
M,45,3,894,1,1,3,0,0,4,2,3,5,2,0,1,5,2,2,3,5,5,1,1,2,1,2,5,0,3,4,3,3,4,3,0,1,2,5,1,3,4,4,3,4,0,2,2,4,2
F,18,9,947,4,3,1,0,3,2,4,0,2,3,5,0,0,1,3,0,3,2,2,3,3,0,3,3,2,2,5,2,1,1,5,2,1,1,1,1,1,2,5,3,5,0,5,0,2,2
M,45,18,194,3,4,3,0,4,1,2,2,0,2,5,2,4,0,5,4,1,1,0,0,3,2,5,5,0,3,5,1,5,1,4,5,1,2,4,5,1,1,3,4,0,5,4,4,0,3
F,50,0,794,1,1,0,5,2,2,3,0,0,3,2,0,2,0,5,4,4,4,0,0,4,0,2,5,5,4,3,5,5,5,2,3,4,1,0,5,2,0,4,1,0,5,5,4,4,2
F,56,1,323,3,1,4,1,2,5,2,1,4,3,4,0,2,0,5,4,0,3,3,3,1,1,2,4,4,1,0,1,1,4,5,1,4,3,0,5,1,4,2,0,5,3,3,0,4,5
M,18,14,322,0,3,5,0,0,5,4,2,3,1,3,0,1,0,3,3,5,0,2,3,2,3,3,1,2,0,0,1,0,0,2,2,1,4,1,3,5,0,0,5,1,3,5,3,3,3
F,50,7,17,1,2,0,1,0,5,0,3,4,1,5,1,4,5,2,4,3,2,1,1,3,2,4,5,1,3,1,1,4,4,4,5,2,0,1,5,2,5,4,1,3,3,5,4,0,0
F,45,10,793,1,1,3,4,2,3,3,3,0,4,5,0,0,4,1,1,4,3,2,0,4,3,4,4,2,4,0,5,3,2,2,5,0,4,0,1,4,4,4,2,2,1,1,3,4,4
M,56,20,954,5,4,2,0,3,5,4,4,3,0,3,5,3,4,1,4,4,4,0,5,3,1,4,1,3,5,0,1,0,1,5,3,0,3,0,1,1,2,5,3,4,1,2,3,3,0
M,1,0,550,0,2,3,4,4,4,2,3,5,0,1,1,1,3,0,3,5,4,1,2,2,1,5,4,2,2,2,4,3,4,1,5,4,0,1,4,2,4,5,2,3,0,4,1,0,5
M,45,17,988,3,2,3,0,0,4,2,0,0,2,0,0,0,3,5,1,5,3,1,0,5,4,2,3,2,5,5,5,5,1,5,4,5,3,4,4,2,1,2,3,1,5,3,3,4,0
M,50,16,111,1,3,0,0,4,4,3,2,3,2,3,2,4,3,5,2,0,1,1,4,2,2,2,2,5,3,0,1,1,5,2,0,4,3,0,0,3,0,4,1,1,1,3,1,2,0
M,35,6,103,5,0,0,1,4,5,0,1,4,4,2,0,4,1,4,3,3,3,1,4,0,1,4,4,4,4,4,1,3,3,5,3,0,3,4,5,0,5,1,3,1,2,1,0,0,4
M,1,5,347,1,2,1,5,5,1,2,3,0,0,4,4,3,1,3,1,1,3,2,1,1,4,4,1,0,2,3,1,5,0,2,4,3,4,0,5,2,2,0,3,4,0,2,1,3,4
M,35,8,60,1,1,1,5,2,4,4,4,1,3,0,2,0,2,2,3,5,3,0,2,2,1,5,0,4,1,5,5,3,2,1,0,2,5,5,0,3,1,4,5,1,2,0,0,0,3
M,18,10,50,4,0,1,4,2,2,3,2,5,1,4,5,1,3,3,2,3,3,5,3,4,1,0,0,5,0,4,1,4,2,2,2,5,5,1,1,4,0,3,1,0,0,5,3,3,2
F,25,3,434,1,0,0,3,0,3,3,3,4,1,0,0,5,2,0,4,3,3,2,2,3,2,3,5,4,2,1,1,0,4,2,3,2,1,4,2,4,0,5,1,5,0,2,5,5,4
F,35,8,275,3,2,0,2,0,1,4,1,0,0,5,2,5,4,2,0,5,3,3,4,4,4,4,1,5,3,0,1,0,4,1,2,1,1,0,2,2,0,2,1,2,1,3,2,2,4
M,45,18,577,0,3,1,5,1,5,2,1,3,4,4,1,5,0,4,5,0,0,3,4,4,4,2,1,1,5,2,2,4,0,1,3,2,0,4,0,4,3,0,1,0,0,0,4,5,4
M,56,18,165,3,1,0,4,1,0,2,1,1,4,2,1,1,3,2,1,1,3,2,0,4,0,2,4,4,3,3,2,2,2,1,2,2,3,5,5,0,4,5,0,0,5,0,2,1,4
F,1,2,655,3,4,5,4,3,1,2,5,1,4,0,5,1,3,4,0,3,5,4,3,1,1,4,2,4,4,0,1,0,3,3,1,5,4,1,4,1,2,1,5,4,0,3,3,2,4
M,1,15,796,1,0,4,0,3,0,2,1,3,0,2,5,1,3,3,5,1,3,3,5,5,3,2,1,1,3,5,4,5,5,0,5,1,3,3,0,4,3,1,1,0,2,1,2,4,4
M,50,17,805,1,1,4,4,2,1,4,5,1,4,5,2,1,3,2,3,4,3,5,4,0,3,2,4,2,3,1,4,2,2,4,3,4,5,0,3,3,4,0,3,1,0,3,3,0,5
M,18,9,836,5,1,3,4,4,5,1,0,0,4,5,5,1,5,2,2,5,2,5,2,2,0,2,5,2,3,5,1,5,4,0,0,3,1,2,2,2,4,0,0,2,3,3,3,2,4
F,45,9,731,1,0,4,3,0,0,1,3,1,2,1,1,4,2,4,2,3,4,5,2,3,4,0,3,2,5,2,5,5,0,3,5,4,3,2,0,1,1,1,5,1,5,3,4,2,4
F,50,15,906,4,0,1,4,2,5,4,3,3,5,3,3,2,0,1,1,3,0,5,1,4,2,0,2,2,1,3,4,0,4,2,3,1,1,2,5,5,2,4,5,1,3,3,1,0,2
M,1,11,349,1,2,5,3,0,4,0,2,3,2,4,3,2,3,2,4,0,5,2,4,5,5,0,1,4,4,3,2,3,0,3,4,4,1,1,0,1,3,3,2,1,1,0,3,0,2
M,45,3,173,4,4,4,3,3,1,4,5,3,0,0,5,0,1,5,1,4,3,2,0,5,4,2,3,4,1,3,5,3,1,1,3,2,2,0,1,0,1,3,0,1,5,3,4,2,5
M,35,2,229,1,4,1,3,5,5,2,5,1,4,2,3,4,3,4,2,1,2,5,3,0,4,0,3,1,2,2,0,1,2,3,3,1,4,1,0,1,2,3,2,3,0,2,5,1,3
M,45,10,285,5,2,0,2,0,5,2,4,5,2,4,1,1,2,4,1,2,0,5,3,2,5,3,4,4,4,0,2,0,1,3,1,1,2,1,2,4,5,4,3,3,3,2,4,3,3
F,1,10,577,4,0,2,2,2,5,4,5,1,4,1,4,4,1,5,3,5,5,1,4,1,5,4,2,2,0,0,2,1,2,0,2,4,5,2,4,3,4,5,5,0,2,4,3,0,2
M,25,5,701,3,0,1,2,2,5,4,2,3,2,3,5,0,4,2,2,3,3,0,5,3,4,2,3,0,4,0,3,0,4,2,3,5,2,0,1,5,3,4,5,0,5,3,1,3,4
M,18,15,988,4,4,1,5,3,4,0,2,1,4,5,3,4,3,2,1,3,1,1,1,3,5,0,3,1,0,0,2,2,4,1,2,3,4,0,2,2,4,5,5,1,2,5,5,0,2
M,35,14,430,5,1,0,5,2,5,3,5,0,1,2,0,3,3,2,5,4,3,2,0,1,2,5,5,1,2,1,2,4,4,0,0,3,2,4,3,4,1,3,3,1,4,3,4,5,3
F,35,10,454,0,1,2,0,4,4,1,1,1,4,4,2,5,2,0,2,2,3,1,4,1,3,2,0,2,1,2,0,0,1,5,4,1,0,1,1,0,1,3,2,2,2,3,0,3,2
M,18,8,223,1,2,2,3,2,4,4,1,5,0,3,2,2,0,0,4,5,1,1,1,2,5,4,4,2,4,0,5,5,3,1,4,3,3,5,1,4,4,3,3,2,3,3,0,0,5
F,56,10,45,2,0,3,4,1,4,4,0,1,5,5,4,0,1,0,2,1,2,2,4,4,4,2,2,4,4,4,0,2,0,1,4,1,0,2,5,2,2,4,1,5,1,3,0,3,0
F,56,6,447,5,4,0,5,3,4,4,0,0,5,5,1,1,3,4,2,0,0,2,4,1,3,4,1,3,3,1,4,2,5,5,0,4,0,2,5,3,3,1,5,0,3,2,0,4,5
M,35,10,880,5,3,5,2,5,1,3,2,1,5,1,1,2,2,4,5,5,3,0,5,5,3,0,5,5,0,5,2,3,0,4,3,1,0,5,3,1,4,2,1,2,3,2,0,1,5
M,35,1,262,0,0,4,4,4,3,4,3,2,2,5,1,1,5,1,1,4,2,2,4,3,3,2,2,0,1,2,2,0,5,5,2,0,1,0,4,1,0,4,4,1,1,3,3,4,5
F,56,5,215,0,1,0,2,4,5,3,5,0,0,4,1,3,0,3,0,1,1,1,0,3,4,2,2,0,4,5,1,4,4,4,0,5,2,2,5,4,5,4,1,0,0,1,1,2,0
F,45,16,447,3,2,0,2,2,1,0,0,5,0,0,5,0,3,0,0,3,2,4,2,4,5,2,5,0,1,5,1,5,1,1,4,2,3,4,4,4,4,2,2,2,1,3,0,5,0
F,50,4,83,1,0,3,5,0,5,4,1,1,0,1,2,4,1,3,0,4,4,2,1,3,4,4,4,4,4,5,1,4,1,1,3,1,0,4,1,5,1,2,1,2,4,3,4,1,2
M,35,19,274,0,4,4,3,5,1,2,0,4,2,4,4,2,2,3,1,3,3,0,5,3,5,5,5,3,2,5,5,0,2,5,3,5,0,4,0,1,2,2,1,1,5,3,0,0,5
M,1,9,983,3,3,3,5,1,4,1,4,1,2,2,0,0,3,2,4,5,4,0,0,0,5,3,3,0,4,2,0,4,1,2,1,4,3,1,5,2,4,3,5,0,2,1,4,4,4
F,56,15,838,0,0,4,2,2,4,3,0,1,1,2,0,4,1,1,2,0,3,3,5,2,1,5,2,4,0,3,3,5,0,1,0,2,5,3,0,1,0,5,3,1,5,1,5,5,5
F,25,19,660,0,2,1,5,4,5,1,2,5,5,5,1,5,0,5,2,2,2,2,1,4,1,5,1,2,1,3,4,3,2,0,3,1,1,5,4,0,2,2,5,5,2,3,3,2,2
F,1,0,658,3,4,2,4,4,4,1,5,1,4,5,5,1,4,2,3,2,5,5,4,4,2,2,4,0,3,3,5,0,3,0,2,4,0,4,0,1,3,0,1,1,0,3,5,5,2
M,50,8,240,4,4,3,1,3,5,4,4,3,3,3,2,4,0,5,5,4,2,5,5,4,2,4,5,2,5,0,1,5,3,5,4,2,1,5,5,0,4,4,1,0,2,3,1,3,2
F,35,9,262,0,1,3,2,4,5,4,3,1,1,3,5,0,0,2,2,0,0,3,5,5,2,5,2,0,5,3,5,0,1,0,3,2,5,1,3,5,3,2,3,1,3,0,2,2,5
M,25,19,178,0,4,0,5,1,1,0,5,1,2,0,2,5,1,2,3,1,5,1,4,2,2,4,0,5,1,0,2,0,4,5,5,4,1,5,2,0,4,4,3,2,5,5,5,1,2
F,18,8,285,4,2,1,5,0,4,4,0,0,4,3,1,4,2,2,5,1,3,3,1,0,2,0,4,4,5,0,1,2,4,1,5,5,0,2,5,5,2,3,2,0,5,4,3,0,1
M,18,4,453,0,2,5,1,3,4,3,3,0,1,2,0,1,1,1,3,5,3,2,3,5,4,4,1,1,5,2,2,4,4,2,2,1,3,0,1,0,3,3,5,3,0,3,2,2,5
F,50,14,582,3,4,5,5,5,5,1,5,3,4,0,1,0,1,0,0,4,4,1,0,0,1,2,4,0,4,0,1,1,3,4,0,4,1,0,0,2,1,4,4,0,4,1,1,4,5
M,56,15,326,1,2,3,4,5,5,3,3,1,1,4,5,2,3,5,0,4,1,0,3,3,2,2,5,1,4,2,4,5,2,2,3,1,0,0,1,4,1,3,3,2,2,2,3,5,3
F,18,8,337,1,1,1,2,4,5,2,0,0,5,3,2,2,0,1,4,0,3,4,0,0,2,2,3,0,0,0,1,3,5,5,3,3,4,0,1,4,4,4,3,5,3,3,0,4,0
F,45,2,329,0,3,2,1,5,4,3,5,1,5,0,4,0,5,2,2,3,5,5,0,5,0,0,3,4,5,1,4,0,2,1,3,5,1,1,4,4,4,3,4,1,1,5,0,2,4
M,35,1,41,4,3,1,5,2,4,2,5,1,1,3,4,0,3,2,1,5,0,1,0,1,2,4,3,4,0,2,5,3,0,3,4,1,3,2,1,2,5,2,3,0,5,2,3,5,2
F,25,7,112,4,2,3,4,1,4,4,5,0,1,0,5,2,2,5,3,0,4,0,0,1,0,2,4,0,4,5,4,4,2,1,0,5,0,4,4,0,5,5,1,1,2,1,4,1,0
F,50,17,290,1,2,0,5,2,3,2,3,0,1,3,4,3,0,4,1,3,3,0,0,0,1,4,1,5,1,3,3,4,5,3,5,0,3,0,3,2,1,5,1,1,0,1,5,1,1
